#Elist Carrier_QAH Carrier_Axion
2.548872180451127178e+00 6.003120807055317698e+00 4.955909723716953152e+00
2.563909774436090139e+00 6.092559279060377975e+00 5.026282057263818714e+00
2.578947368421052211e+00 6.183020678523321934e+00 5.097191800091806613e+00
2.593984962406015171e+00 6.274542062904467699e+00 5.168643283632743390e+00
2.609022556390977243e+00 6.367163935933833230e+00 5.240641073344832535e+00
2.624060150375939315e+00 6.460930142174477808e+00 5.313189987466939712e+00
2.639097744360902276e+00 6.555887613357285204e+00 5.386295098359278555e+00
2.654135338345864348e+00 6.652085963341891173e+00 5.459961717131969650e+00
2.669172932330826420e+00 6.749576932117539840e+00 5.534195365054500826e+00
2.684210526315789380e+00 6.848413681423410893e+00 5.609001737437019131e+00
2.699248120300751452e+00 6.948649945503509784e+00 5.684386666912864428e+00
2.714285714285713524e+00 7.050339040655122957e+00 5.760356093133431443e+00
2.729323308270676485e+00 7.153532737239354233e+00 5.836916044814062232e+00
2.744360902255638557e+00 7.258279998476288242e+00 5.914072638042888741e+00
2.759398496240601517e+00 7.364625592427492151e+00 5.991832092141754273e+00
2.774436090225563589e+00 7.472608587725117602e+00 6.070200761601864059e+00
2.789473684210525661e+00 7.582260750233716706e+00 6.149185180173553533e+00
2.804511278195488622e+00 7.693604866960663813e+00 6.228792111469594772e+00
2.819548872180450694e+00 7.806653034775310473e+00 6.309028599712394936e+00
2.834586466165413654e+00 7.921404964031877327e+00 6.389902014609399217e+00
2.849624060150375726e+00 8.037846359807948815e+00 6.471420085685091195e+00
2.864661654135337798e+00 8.155947454679489894e+00 6.553590923475791641e+00
2.879699248120300759e+00 8.275661775137921339e+00 6.636423027434716460e+00
2.894736842105262831e+00 8.396925227359878008e+00 6.719925282783330900e+00
2.909774436090224903e+00 8.519655585771362283e+00 6.804106950490627526e+00
2.924812030075187863e+00 8.643752458859177423e+00 6.888977655766963082e+00
2.939849624060149935e+00 8.769097790727878206e+00 6.974547380764311910e+00
2.954887218045112007e+00 8.895556934425448148e+00 7.060826466581366034e+00
2.969924812030074968e+00 9.022980305222235486e+00 7.147825628332832082e+00
2.984962406015037040e+00 9.151205590628320508e+00 7.235555985230320175e+00
3.000000000000000000e+00 9.280060461283893503e+00 7.324029105675817775e+00
